date,store_id,sku_id,units_sold,revenue,margin_proxy,promo_flag,holiday_flag,day_of_week
2025-07-04,ST002,SKU0060,2,512.3,204.13999999999993,0,0,Friday
2025-07-04,ST002,SKU0061,19,8936.46,1858.0099999999993,0,0,Friday
2025-07-04,ST002,SKU0062,11,1983.3000000000002,547.3600000000002,0,0,Friday
2025-07-04,ST002,SKU0063,2,831.74,184.96000000000004,0,0,Friday
2025-07-04,ST002,SKU0064,1,275.48,110.25000000000003,0,0,Friday
2025-07-04,ST002,SKU0065,1,562.0,185.41000000000003,0,0,Friday
2025-07-04,ST002,SKU0066,7,1207.92,268.17,0,0,Friday
2025-07-04,ST002,SKU0067,3,606.8100000000001,154.83000000000004,0,0,Friday
2025-07-04,ST002,SKU0068,3,591.54,204.29999999999998,0,0,Friday
2025-07-04,ST002,SKU0069,4,407.52,167.11999999999998,0,0,Friday
2025-07-04,ST002,SKU0070,6,960.96,400.43999999999994,0,0,Friday
2025-07-04,ST002,SKU0071,18,3706.7400000000002,1092.6000000000004,0,0,Friday
2025-07-04,ST002,SKU0072,6,850.02,172.6199999999999,0,0,Friday
2025-07-04,ST002,SKU0073,2,437.72,141.02000000000004,0,0,Friday
2025-07-04,ST002,SKU0074,24,3194.6400000000003,816.7200000000004,0,0,Friday
2025-07-04,ST002,SKU0075,5,2829.45,594.35,0,0,Friday
2025-07-04,ST002,SKU0076,0,0.0,0.0,0,0,Friday
2025-07-04,ST002,SKU0077,12,3004.44,1252.08,0,0,Friday
2025-07-04,ST002,SKU0078,3,458.58000000000004,183.63000000000002,0,0,Friday
2025-07-04,ST002,SKU0079,1,275.32,102.85999999999999,0,0,Friday
2025-07-04,ST002,SKU0080,6,1644.84,564.4799999999999,0,0,Friday
2025-07-04,ST002,SKU0081,2,677.72,280.04,0,0,Friday
2025-07-04,ST002,SKU0082,4,335.48,130.08,0,0,Friday
2025-07-04,ST002,SKU0083,0,0.0,0.0,0,0,Friday
2025-07-04,ST002,SKU0084,2,694.66,200.05999999999995,0,0,Friday
2025-07-04,ST002,SKU0085,16,2056.48,436.31999999999994,0,0,Friday
2025-07-04,ST002,SKU0086,1,260.86,67.54000000000002,0,0,Friday
2025-07-04,ST002,SKU0087,5,2221.75,818.8500000000001,0,0,Friday
2025-07-04,ST002,SKU0088,10,1975.8000000000002,398.60000000000014,0,0,Friday
2025-07-04,ST002,SKU0089,8,3030.0,1236.56,0,0,Friday
2025-07-04,ST002,SKU0090,8,754.64,222.31999999999994,0,0,Friday
2025-07-04,ST003,SKU0001,9,3532.9500000000003,1105.4699999999998,0,0,Friday
2025-07-04,ST003,SKU0002,2,744.26,323.02,0,0,Friday
2025-07-04,ST003,SKU0003,9,1985.04,455.7600000000001,0,0,Friday
2025-07-04,ST003,SKU0004,17,9176.43,2630.2399999999993,0,0,Friday
2025-07-04,ST003,SKU0005,11,2886.73,955.7900000000002,0,0,Friday
2025-07-04,ST003,SKU0006,15,6017.099999999999,1135.35,0,0,Friday
2025-07-04,ST003,SKU0007,7,2444.75,523.1800000000001,0,0,Friday
2025-07-04,ST003,SKU0008,18,8793.18,1713.42,0,0,Friday
2025-07-04,ST003,SKU0009,2,426.46,169.73999999999995,0,0,Friday
2025-07-04,ST003,SKU0010,7,2079.42,439.3900000000001,0,0,Friday
2025-07-04,ST003,SKU0011,21,5106.150000000001,1731.24,0,0,Friday
2025-07-04,ST003,SKU0012,13,3138.98,1016.0799999999999,0,0,Friday
2025-07-04,ST003,SKU0013,13,3171.61,1405.69,0,0,Friday
2025-07-04,ST003,SKU0014,6,580.14,109.55999999999995,0,0,Friday
2025-07-04,ST003,SKU0015,29,7766.200000000001,1664.6000000000001,0,0,Friday
2025-07-04,ST003,SKU0016,19,5205.24,1842.8099999999997,0,0,Friday
2025-07-04,ST003,SKU0017,14,5041.259999999999,2062.8999999999996,0,0,Friday
2025-07-04,ST003,SKU0018,4,997.96,230.68000000000006,0,0,Friday
2025-07-04,ST003,SKU0019,21,8770.65,3912.93,0,0,Friday
2025-07-04,ST003,SKU0020,16,3667.84,931.6800000000003,0,0,Friday
2025-07-04,ST003,SKU0021,18,1366.02,548.46,0,0,Friday
2025-07-04,ST003,SKU0022,15,2305.5,825.7499999999998,0,0,Friday
2025-07-04,ST003,SKU0023,12,5836.799999999999,1081.56,0,0,Friday
2025-07-04,ST003,SKU0024,17,3809.7,950.3000000000001,0,0,Friday
2025-07-04,ST003,SKU0025,5,1189.5,403.05000000000007,0,0,Friday
2025-07-04,ST003,SKU0026,16,7816.32,2420.96,0,0,Friday
2025-07-04,ST003,SKU0027,6,1002.06,267.9,0,0,Friday
2025-07-04,ST003,SKU0028,4,2181.44,785.72,0,0,Friday
2025-07-04,ST003,SKU0029,11,1727.0,677.82,0,0,Friday
2025-07-04,ST003,SKU0030,3,883.71,283.32,0,0,Friday
2025-07-04,ST003,SKU0031,8,1382.72,263.28,0,0,Friday
2025-07-04,ST003,SKU0032,14,3563.0,1426.4599999999998,0,0,Friday
2025-07-04,ST003,SKU0033,27,6107.4,1404.0,0,0,Friday
2025-07-04,ST003,SKU0034,4,740.56,172.88,0,0,Friday
2025-07-04,ST003,SKU0035,5,925.25,404.70000000000005,0,0,Friday
2025-07-04,ST003,SKU0036,33,8174.099999999999,3129.7199999999993,0,0,Friday
2025-07-04,ST003,SKU0037,38,6819.86,1981.7000000000003,0,0,Friday
2025-07-04,ST003,SKU0038,20,4529.4,1658.3999999999996,0,0,Friday
2025-07-04,ST003,SKU0039,3,1218.51,331.83000000000004,0,0,Friday
2025-07-04,ST003,SKU0040,4,1572.2,690.6400000000001,0,0,Friday
2025-07-04,ST003,SKU0041,4,2214.4,966.1600000000001,0,0,Friday
2025-07-04,ST003,SKU0042,3,420.03,117.95999999999998,0,0,Friday
2025-07-04,ST003,SKU0043,4,306.68,72.0,0,0,Friday
2025-07-04,ST003,SKU0044,20,4998.6,1983.1999999999998,0,0,Friday
2025-07-04,ST003,SKU0045,8,1147.12,486.39999999999986,0,0,Friday
2025-07-04,ST003,SKU0046,15,4590.0,1069.65,0,0,Friday
2025-07-04,ST003,SKU0047,7,1051.82,219.7299999999999,0,0,Friday
2025-07-04,ST003,SKU0048,20,5899.400000000001,2312.8,0,0,Friday
2025-07-04,ST003,SKU0049,4,931.76,355.72,0,0,Friday
2025-07-04,ST003,SKU0050,30,11047.5,3836.1000000000004,0,0,Friday
2025-07-04,ST003,SKU0051,8,3694.0,1286.4,0,0,Friday
2025-07-04,ST003,SKU0052,11,911.46,349.25,0,0,Friday
2025-07-04,ST003,SKU0053,16,8152.16,2011.6800000000003,0,0,Friday
2025-07-04,ST003,SKU0054,17,7746.9,1889.7199999999993,0,0,Friday
2025-07-04,ST003,SKU0055,34,8496.94,3637.3199999999997,0,0,Friday
2025-07-04,ST003,SKU0056,6,827.3399999999999,186.2999999999999,0,0,Friday
2025-07-04,ST003,SKU0057,13,1581.06,334.1,0,0,Friday
2025-07-04,ST003,SKU0058,7,4416.02,1120.0,0,0,Friday
2025-07-04,ST003,SKU0059,2,602.7,210.88000000000005,0,0,Friday
2025-07-04,ST003,SKU0060,11,2817.6499999999996,1122.7699999999995,0,0,Friday
2025-07-04,ST003,SKU0061,41,19283.94,4009.3899999999985,0,0,Friday
2025-07-04,ST003,SKU0062,11,1983.3000000000002,547.3600000000002,0,0,Friday
2025-07-04,ST003,SKU0063,4,1663.48,369.9200000000001,0,0,Friday
2025-07-04,ST003,SKU0064,5,1377.4,551.2500000000001,0,0,Friday
2025-07-04,ST003,SKU0065,4,2248.0,741.6400000000001,0,0,Friday
2025-07-04,ST003,SKU0066,4,690.24,153.24,0,0,Friday
2025-07-04,ST003,SKU0067,6,1213.6200000000001,309.6600000000001,0,0,Friday
2025-07-04,ST003,SKU0068,7,1380.26,476.69999999999993,0,0,Friday
2025-07-04,ST003,SKU0069,13,1324.44,543.1399999999999,0,0,Friday
2025-07-04,ST003,SKU0070,13,2082.08,867.6199999999999,0,0,Friday
2025-07-04,ST003,SKU0071,28,5766.04,1699.6000000000004,0,0,Friday
2025-07-04,ST003,SKU0072,13,1841.7099999999998,374.00999999999976,0,0,Friday
2025-07-04,ST003,SKU0073,26,5690.360000000001,1833.2600000000004,0,0,Friday
2025-07-04,ST003,SKU0074,32,4259.52,1088.9600000000005,0,0,Friday
2025-07-04,ST003,SKU0075,4,2263.56,475.48,0,0,Friday
2025-07-04,ST003,SKU0076,1,219.6,85.35,0,0,Friday
2025-07-04,ST003,SKU0077,35,8762.95,3651.9,0,0,Friday
2025-07-04,ST003,SKU0078,16,2445.76,979.3600000000001,0,0,Friday
2025-07-04,ST003,SKU0079,2,550.64,205.71999999999997,0,0,Friday
2025-07-04,ST003,SKU0080,24,6579.36,2257.9199999999996,0,0,Friday
2025-07-04,ST003,SKU0081,3,1016.58,420.06000000000006,0,0,Friday
2025-07-04,ST003,SKU0082,42,3522.54,1365.8400000000001,0,0,Friday
2025-07-04,ST003,SKU0083,0,0.0,0.0,0,0,Friday
2025-07-04,ST003,SKU0084,1,347.33,100.02999999999997,0,0,Friday
2025-07-04,ST003,SKU0085,23,2956.19,627.2099999999999,0,0,Friday
2025-07-04,ST003,SKU0086,4,1043.44,270.1600000000001,0,0,Friday
2025-07-04,ST003,SKU0087,9,3999.15,1473.9300000000003,0,0,Friday
2025-07-04,ST003,SKU0088,5,987.9000000000001,199.30000000000007,0,0,Friday
2025-07-04,ST003,SKU0089,11,4166.25,1700.27,0,0,Friday
2025-07-04,ST003,SKU0090,6,565.98,166.73999999999995,0,0,Friday
2025-07-04,ST004,SKU0001,3,1177.65,368.48999999999995,0,0,Friday
2025-07-04,ST004,SKU0002,4,1488.52,646.04,0,0,Friday
2025-07-04,ST004,SKU0003,6,1323.3600000000001,303.8400000000001,0,0,Friday
2025-07-04,ST004,SKU0004,19,10256.009999999998,2939.6799999999994,0,0,Friday
2025-07-04,ST004,SKU0005,10,2624.3,868.9000000000001,0,0,Friday
2025-07-04,ST004,SKU0006,13,5214.82,983.97,0,0,Friday
2025-07-04,ST004,SKU0007,9,3143.25,672.6600000000001,0,0,Friday
2025-07-04,ST004,SKU0008,4,1954.04,380.76,0,0,Friday
2025-07-04,ST004,SKU0009,2,426.46,169.73999999999995,0,0,Friday
2025-07-04,ST004,SKU0010,4,1188.24,251.08000000000004,0,0,Friday
2025-07-04,ST004,SKU0011,18,4376.7,1483.92,0,0,Friday
2025-07-04,ST004,SKU0012,14,3380.44,1094.24,0,0,Friday
2025-07-04,ST004,SKU0013,1,243.97,108.13,0,0,Friday
2025-07-04,ST004,SKU0014,9,870.21,164.33999999999992,0,0,Friday
2025-07-04,ST004,SKU0015,2,535.6,114.80000000000001,0,0,Friday
2025-07-04,ST004,SKU0016,10,2739.6,969.8999999999999,0,0,Friday
2025-07-04,ST004,SKU0017,10,3600.8999999999996,1473.4999999999995,0,0,Friday
2025-07-04,ST004,SKU0018,2,498.98,115.34000000000003,0,0,Friday
2025-07-04,ST004,SKU0019,17,7100.049999999999,3167.6099999999997,0,0,Friday
2025-07-04,ST004,SKU0020,1,229.24,58.23000000000002,0,0,Friday
2025-07-04,ST004,SKU0021,9,683.01,274.23,0,0,Friday
2025-07-04,ST004,SKU0022,5,768.5,275.2499999999999,0,0,Friday
2025-07-04,ST004,SKU0023,9,4377.599999999999,811.17,0,0,Friday
2025-07-04,ST004,SKU0024,5,1120.5,279.5,0,0,Friday
2025-07-04,ST004,SKU0025,11,2616.9,886.7100000000002,0,0,Friday
2025-07-04,ST004,SKU0026,1,488.52,151.31,0,0,Friday
2025-07-04,ST004,SKU0027,2,334.02,89.29999999999998,0,0,Friday
2025-07-04,ST004,SKU0028,3,1636.08,589.29,0,0,Friday
2025-07-04,ST004,SKU0029,7,1099.0,431.34000000000003,0,0,Friday
2025-07-04,ST004,SKU0030,1,294.57,94.44,0,0,Friday
2025-07-04,ST004,SKU0031,5,864.2,164.54999999999998,0,0,Friday
2025-07-04,ST004,SKU0032,3,763.5,305.66999999999996,0,0,Friday
2025-07-04,ST004,SKU0033,10,2262.0,520.0,0,0,Friday
2025-07-04,ST004,SKU0034,1,185.14,43.22,0,0,Friday
2025-07-04,ST004,SKU0035,1,185.05,80.94000000000001,0,0,Friday
2025-07-04,ST004,SKU0036,6,1486.1999999999998,569.0399999999998,0,0,Friday
2025-07-04,ST004,SKU0037,23,4127.81,1199.45,0,0,Friday
2025-07-04,ST004,SKU0038,13,2944.11,1077.9599999999998,0,0,Friday
2025-07-04,ST004,SKU0039,0,0.0,0.0,0,0,Friday
2025-07-04,ST004,SKU0040,2,786.1,345.32000000000005,0,0,Friday
2025-07-04,ST004,SKU0041,1,553.6,241.54000000000002,0,0,Friday
2025-07-04,ST004,SKU0042,9,1260.09,353.87999999999994,0,0,Friday
2025-07-04,ST004,SKU0043,4,306.68,72.0,0,0,Friday
2025-07-04,ST004,SKU0044,6,1499.58,594.96,0,0,Friday
2025-07-04,ST004,SKU0045,7,1003.7299999999999,425.5999999999999,0,0,Friday
2025-07-04,ST004,SKU0046,3,918.0,213.93,0,0,Friday
2025-07-04,ST004,SKU0047,22,3305.72,690.5799999999997,0,0,Friday
2025-07-04,ST004,SKU0048,7,2064.79,809.4800000000001,0,0,Friday
2025-07-04,ST004,SKU0049,6,1397.6399999999999,533.58,0,0,Friday
2025-07-04,ST004,SKU0050,7,2577.75,895.09,0,0,Friday
2025-07-04,ST004,SKU0051,7,3232.25,1125.6000000000001,0,0,Friday
2025-07-04,ST004,SKU0052,10,828.6,317.5,0,0,Friday
2025-07-04,ST004,SKU0053,5,2547.55,628.6500000000001,0,0,Friday
2025-07-04,ST004,SKU0054,2,911.4,222.31999999999994,0,0,Friday
2025-07-04,ST004,SKU0055,32,7997.12,3423.3599999999997,0,0,Friday
2025-07-04,ST004,SKU0056,2,275.78,62.099999999999966,0,0,Friday
2025-07-04,ST004,SKU0057,11,1337.8200000000002,282.70000000000005,0,0,Friday
2025-07-04,ST004,SKU0058,7,4416.02,1120.0,0,0,Friday
2025-07-04,ST004,SKU0059,4,1205.4,421.7600000000001,0,0,Friday
2025-07-04,ST004,SKU0060,29,7428.349999999999,2960.029999999999,0,0,Friday
2025-07-04,ST004,SKU0061,10,4703.4,977.8999999999996,0,0,Friday
2025-07-04,ST004,SKU0062,11,1983.3000000000002,547.3600000000002,0,0,Friday
2025-07-04,ST004,SKU0063,5,2079.35,462.4000000000001,0,0,Friday
2025-07-04,ST004,SKU0064,3,826.44,330.7500000000001,0,0,Friday
2025-07-04,ST004,SKU0065,4,2248.0,741.6400000000001,0,0,Friday
2025-07-04,ST004,SKU0066,4,690.24,153.24,0,0,Friday
2025-07-04,ST004,SKU0067,9,1820.43,464.4900000000001,0,0,Friday
2025-07-04,ST004,SKU0068,4,788.72,272.4,0,0,Friday
2025-07-04,ST004,SKU0069,23,2343.24,960.9399999999998,0,0,Friday
2025-07-04,ST004,SKU0070,1,160.16,66.74,0,0,Friday
2025-07-04,ST004,SKU0071,10,2059.3,607.0000000000002,0,0,Friday
2025-07-04,ST004,SKU0072,16,2266.72,460.3199999999997,0,0,Friday
2025-07-04,ST004,SKU0073,2,437.72,141.02000000000004,0,0,Friday
2025-07-04,ST004,SKU0074,34,4525.740000000001,1157.0200000000004,0,0,Friday
2025-07-04,ST004,SKU0075,5,2829.45,594.35,0,0,Friday
2025-07-04,ST004,SKU0076,8,1756.8,682.8,0,0,Friday
2025-07-04,ST004,SKU0077,8,2002.96,834.72,0,0,Friday
2025-07-04,ST004,SKU0078,11,1681.46,673.3100000000001,0,0,Friday
2025-07-04,ST004,SKU0079,6,1651.92,617.1599999999999,0,0,Friday
2025-07-04,ST004,SKU0080,7,1918.98,658.56,0,0,Friday
2025-07-04,ST004,SKU0081,2,677.72,280.04,0,0,Friday
2025-07-04,ST004,SKU0082,7,587.09,227.64000000000001,0,0,Friday
2025-07-04,ST004,SKU0083,1,225.32,71.13,0,0,Friday
2025-07-04,ST004,SKU0084,3,1041.99,300.0899999999999,0,0,Friday
2025-07-04,ST004,SKU0085,9,1156.77,245.42999999999995,0,0,Friday
2025-07-04,ST004,SKU0086,6,1565.16,405.2400000000001,0,0,Friday
