date,store_id,sku_id,on_hand_open,receipts_units,on_hand_close
2025-07-04,ST002,SKU0055,178,0,172.0
2025-07-04,ST002,SKU0056,44,0,43.0
2025-07-04,ST002,SKU0057,105,0,102.0
2025-07-04,ST002,SKU0058,111,0,105.0
2025-07-04,ST002,SKU0059,50,0,50.0
2025-07-04,ST002,SKU0060,192,0,190.0
2025-07-04,ST002,SKU0061,139,0,120.0
2025-07-04,ST002,SKU0062,180,0,169.0
2025-07-04,ST002,SKU0063,53,0,51.0
2025-07-04,ST002,SKU0064,54,0,53.0
2025-07-04,ST002,SKU0065,47,0,46.0
2025-07-04,ST002,SKU0066,109,0,102.0
2025-07-04,ST002,SKU0067,92,0,89.0
2025-07-04,ST002,SKU0068,98,0,95.0
2025-07-04,ST002,SKU0069,179,0,175.0
2025-07-04,ST002,SKU0070,51,0,45.0
2025-07-04,ST002,SKU0071,171,0,153.0
2025-07-04,ST002,SKU0072,110,0,104.0
2025-07-04,ST002,SKU0073,139,0,137.0
2025-07-04,ST002,SKU0074,163,0,139.0
2025-07-04,ST002,SKU0075,112,0,107.0
2025-07-04,ST002,SKU0076,47,0,47.0
2025-07-04,ST002,SKU0077,180,0,168.0
2025-07-04,ST002,SKU0078,133,0,130.0
2025-07-04,ST002,SKU0079,50,0,49.0
2025-07-04,ST002,SKU0080,103,0,97.0
2025-07-04,ST002,SKU0081,54,0,52.0
2025-07-04,ST002,SKU0082,183,0,179.0
2025-07-04,ST002,SKU0083,43,0,43.0
2025-07-04,ST002,SKU0084,44,0,42.0
2025-07-04,ST002,SKU0085,177,0,161.0
2025-07-04,ST002,SKU0086,50,0,49.0
2025-07-04,ST002,SKU0087,45,0,40.0
2025-07-04,ST002,SKU0088,133,0,123.0
2025-07-04,ST002,SKU0089,93,0,85.0
2025-07-04,ST002,SKU0090,97,0,89.0
2025-07-04,ST003,SKU0001,90,0,81.0
2025-07-04,ST003,SKU0002,79,0,77.0
2025-07-04,ST003,SKU0003,198,0,189.0
2025-07-04,ST003,SKU0004,212,0,195.0
2025-07-04,ST003,SKU0005,167,0,156.0
2025-07-04,ST003,SKU0006,247,0,232.0
2025-07-04,ST003,SKU0007,250,0,243.0
2025-07-04,ST003,SKU0008,158,0,140.0
2025-07-04,ST003,SKU0009,86,0,84.0
2025-07-04,ST003,SKU0010,75,0,68.0
2025-07-04,ST003,SKU0011,176,0,155.0
2025-07-04,ST003,SKU0012,253,0,240.0
2025-07-04,ST003,SKU0013,190,0,177.0
2025-07-04,ST003,SKU0014,205,0,199.0
2025-07-04,ST003,SKU0015,189,0,160.0
2025-07-04,ST003,SKU0016,206,0,187.0
2025-07-04,ST003,SKU0017,166,0,152.0
2025-07-04,ST003,SKU0018,77,0,73.0
2025-07-04,ST003,SKU0019,313,0,292.0
2025-07-04,ST003,SKU0020,185,0,169.0
2025-07-04,ST003,SKU0021,254,0,236.0
2025-07-04,ST003,SKU0022,200,0,185.0
2025-07-04,ST003,SKU0023,244,0,232.0
2025-07-04,ST003,SKU0024,189,0,172.0
2025-07-04,ST003,SKU0025,187,0,182.0
2025-07-04,ST003,SKU0026,80,0,64.0
2025-07-04,ST003,SKU0027,83,0,77.0
2025-07-04,ST003,SKU0028,96,0,92.0
2025-07-04,ST003,SKU0029,198,0,187.0
2025-07-04,ST003,SKU0030,76,0,73.0
2025-07-04,ST003,SKU0031,184,0,176.0
2025-07-04,ST003,SKU0032,208,0,194.0
2025-07-04,ST003,SKU0033,319,0,292.0
2025-07-04,ST003,SKU0034,95,0,91.0
2025-07-04,ST003,SKU0035,73,0,68.0
2025-07-04,ST003,SKU0036,334,0,301.0
2025-07-04,ST003,SKU0037,260,0,222.0
2025-07-04,ST003,SKU0038,320,0,300.0
2025-07-04,ST003,SKU0039,83,0,80.0
2025-07-04,ST003,SKU0040,181,0,177.0
2025-07-04,ST003,SKU0041,98,0,94.0
2025-07-04,ST003,SKU0042,194,0,191.0
2025-07-04,ST003,SKU0043,91,0,87.0
2025-07-04,ST003,SKU0044,332,0,312.0
2025-07-04,ST003,SKU0045,163,0,155.0
2025-07-04,ST003,SKU0046,187,0,172.0
2025-07-04,ST003,SKU0047,255,0,248.0
2025-07-04,ST003,SKU0048,322,0,302.0
2025-07-04,ST003,SKU0049,179,0,175.0
2025-07-04,ST003,SKU0050,190,0,160.0
2025-07-04,ST003,SKU0051,324,0,316.0
2025-07-04,ST003,SKU0052,191,0,180.0
2025-07-04,ST003,SKU0053,253,0,237.0
2025-07-04,ST003,SKU0054,172,0,155.0
2025-07-04,ST003,SKU0055,309,0,275.0
2025-07-04,ST003,SKU0056,85,0,79.0
2025-07-04,ST003,SKU0057,183,0,170.0
2025-07-04,ST003,SKU0058,214,0,207.0
2025-07-04,ST003,SKU0059,89,0,87.0
2025-07-04,ST003,SKU0060,321,0,310.0
2025-07-04,ST003,SKU0061,264,0,223.0
2025-07-04,ST003,SKU0062,320,0,309.0
2025-07-04,ST003,SKU0063,89,0,85.0
2025-07-04,ST003,SKU0064,96,0,91.0
2025-07-04,ST003,SKU0065,99,0,95.0
2025-07-04,ST003,SKU0066,191,0,187.0
2025-07-04,ST003,SKU0067,182,0,176.0
2025-07-04,ST003,SKU0068,197,0,190.0
2025-07-04,ST003,SKU0069,349,0,336.0
2025-07-04,ST003,SKU0070,96,0,83.0
2025-07-04,ST003,SKU0071,318,0,290.0
2025-07-04,ST003,SKU0072,199,0,186.0
2025-07-04,ST003,SKU0073,258,0,232.0
2025-07-04,ST003,SKU0074,337,0,305.0
2025-07-04,ST003,SKU0075,201,0,197.0
2025-07-04,ST003,SKU0076,75,0,74.0
2025-07-04,ST003,SKU0077,344,0,309.0
2025-07-04,ST003,SKU0078,251,0,235.0
2025-07-04,ST003,SKU0079,98,0,96.0
2025-07-04,ST003,SKU0080,168,0,164.0
2025-07-04,ST003,SKU0081,92,0,89.0
2025-07-04,ST003,SKU0082,332,0,290.0
2025-07-04,ST003,SKU0083,83,0,83.0
2025-07-04,ST003,SKU0084,81,0,80.0
2025-07-04,ST003,SKU0085,292,0,269.0
2025-07-04,ST003,SKU0086,95,0,91.0
2025-07-04,ST003,SKU0087,65,0,56.0
2025-07-04,ST003,SKU0088,243,0,238.0
2025-07-04,ST003,SKU0089,186,0,175.0
2025-07-04,ST003,SKU0090,185,0,179.0
2025-07-04,ST004,SKU0001,63,0,60.0
2025-07-04,ST004,SKU0002,53,0,49.0
2025-07-04,ST004,SKU0003,132,0,126.0
2025-07-04,ST004,SKU0004,130,0,111.0
2025-07-04,ST004,SKU0005,115,0,105.0
2025-07-04,ST004,SKU0006,163,0,150.0
2025-07-04,ST004,SKU0007,168,0,159.0
2025-07-04,ST004,SKU0008,129,0,125.0
2025-07-04,ST004,SKU0009,56,0,54.0
2025-07-04,ST004,SKU0010,55,0,51.0
2025-07-04,ST004,SKU0011,119,0,101.0
2025-07-04,ST004,SKU0012,179,0,165.0
2025-07-04,ST004,SKU0013,114,0,113.0
2025-07-04,ST004,SKU0014,131,0,122.0
2025-07-04,ST004,SKU0015,113,0,111.0
2025-07-04,ST004,SKU0016,132,0,122.0
2025-07-04,ST004,SKU0017,118,0,108.0
2025-07-04,ST004,SKU0018,52,0,50.0
2025-07-04,ST004,SKU0019,209,0,192.0
2025-07-04,ST004,SKU0020,117,0,116.0
2025-07-04,ST004,SKU0021,172,0,163.0
2025-07-04,ST004,SKU0022,126,0,121.0
2025-07-04,ST004,SKU0023,168,0,159.0
2025-07-04,ST004,SKU0024,127,0,122.0
2025-07-04,ST004,SKU0025,119,0,108.0
2025-07-04,ST004,SKU0026,55,0,54.0
2025-07-04,ST004,SKU0027,57,0,55.0
2025-07-04,ST004,SKU0028,58,0,55.0
2025-07-04,ST004,SKU0029,125,0,118.0
2025-07-04,ST004,SKU0030,52,0,51.0
2025-07-04,ST004,SKU0031,118,0,113.0
2025-07-04,ST004,SKU0032,138,0,135.0
2025-07-04,ST004,SKU0033,227,0,217.0
2025-07-04,ST004,SKU0034,61,0,60.0
2025-07-04,ST004,SKU0035,54,0,53.0
2025-07-04,ST004,SKU0036,216,0,210.0
2025-07-04,ST004,SKU0037,176,0,153.0
2025-07-04,ST004,SKU0038,226,0,213.0
2025-07-04,ST004,SKU0039,52,0,52.0
2025-07-04,ST004,SKU0040,121,0,119.0
2025-07-04,ST004,SKU0041,66,0,65.0
2025-07-04,ST004,SKU0042,137,0,128.0
2025-07-04,ST004,SKU0043,59,0,55.0
2025-07-04,ST004,SKU0044,215,0,209.0
2025-07-04,ST004,SKU0045,131,0,124.0
2025-07-04,ST004,SKU0046,118,0,115.0
2025-07-04,ST004,SKU0047,165,0,143.0
2025-07-04,ST004,SKU0048,216,0,209.0
2025-07-04,ST004,SKU0049,127,0,121.0
2025-07-04,ST004,SKU0050,134,0,127.0
2025-07-04,ST004,SKU0051,206,0,199.0
2025-07-04,ST004,SKU0052,135,0,125.0
2025-07-04,ST004,SKU0053,164,0,159.0
2025-07-04,ST004,SKU0054,127,0,125.0
2025-07-04,ST004,SKU0055,201,0,169.0
2025-07-04,ST004,SKU0056,57,0,55.0
2025-07-04,ST004,SKU0057,124,0,113.0
2025-07-04,ST004,SKU0058,136,0,129.0
2025-07-04,ST004,SKU0059,63,0,59.0
2025-07-04,ST004,SKU0060,219,0,190.0
2025-07-04,ST004,SKU0061,159,0,149.0
2025-07-04,ST004,SKU0062,228,0,217.0
2025-07-04,ST004,SKU0063,65,0,60.0
2025-07-04,ST004,SKU0064,62,0,59.0
2025-07-04,ST004,SKU0065,62,0,58.0
2025-07-04,ST004,SKU0066,132,0,128.0
2025-07-04,ST004,SKU0067,113,0,104.0
2025-07-04,ST004,SKU0068,129,0,125.0
2025-07-04,ST004,SKU0069,213,0,190.0
2025-07-04,ST004,SKU0070,65,0,64.0
2025-07-04,ST004,SKU0071,227,0,217.0
2025-07-04,ST004,SKU0072,137,0,121.0
2025-07-04,ST004,SKU0073,172,0,170.0
2025-07-04,ST004,SKU0074,221,0,187.0
2025-07-04,ST004,SKU0075,137,0,132.0
2025-07-04,ST004,SKU0076,54,0,46.0
2025-07-04,ST004,SKU0077,215,0,207.0
2025-07-04,ST004,SKU0078,174,0,163.0
2025-07-04,ST004,SKU0079,60,0,54.0
2025-07-04,ST004,SKU0080,123,0,116.0
2025-07-04,ST004,SKU0081,59,0,57.0
2025-07-04,ST004,SKU0082,201,0,194.0
2025-07-04,ST004,SKU0083,54,0,53.0
2025-07-04,ST004,SKU0084,53,0,50.0
2025-07-04,ST004,SKU0085,216,0,207.0
2025-07-04,ST004,SKU0086,59,0,53.0
2025-07-04,ST004,SKU0087,51,0,46.0
2025-07-04,ST004,SKU0088,153,0,145.0
2025-07-04,ST004,SKU0089,126,0,119.0
2025-07-04,ST004,SKU0090,127,0,118.0
2025-07-04,ST005,SKU0001,49,0,48.0
2025-07-04,ST005,SKU0002,41,0,34.0
2025-07-04,ST005,SKU0003,101,0,96.0
2025-07-04,ST005,SKU0004,99,0,94.0
2025-07-04,ST005,SKU0005,94,0,90.0
2025-07-04,ST005,SKU0006,107,0,106.0
2025-07-04,ST005,SKU0007,134,0,119.0
2025-07-04,ST005,SKU0008,77,0,68.0
2025-07-04,ST005,SKU0009,41,0,37.0
2025-07-04,ST005,SKU0010,39,0,35.0
2025-07-04,ST005,SKU0011,85,0,83.0
2025-07-04,ST005,SKU0012,121,0,119.0
2025-07-04,ST005,SKU0013,87,0,86.0
2025-07-04,ST005,SKU0014,99,0,93.0
2025-07-04,ST005,SKU0015,90,0,84.0
2025-07-04,ST005,SKU0016,112,0,98.0
2025-07-04,ST005,SKU0017,86,0,85.0
2025-07-04,ST005,SKU0018,40,0,37.0
2025-07-04,ST005,SKU0019,172,0,155.0
2025-07-04,ST005,SKU0020,83,0,77.0
2025-07-04,ST005,SKU0021,118,0,111.0
2025-07-04,ST005,SKU0022,99,0,96.0
2025-07-04,ST005,SKU0023,119,0,113.0
2025-07-04,ST005,SKU0024,94,0,92.0
2025-07-04,ST005,SKU0025,94,0,91.0
2025-07-04,ST005,SKU0026,35,0,31.0
2025-07-04,ST005,SKU0027,46,0,44.0
2025-07-04,ST005,SKU0028,48,0,45.0
2025-07-04,ST005,SKU0029,100,0,95.0
2025-07-04,ST005,SKU0030,40,0,37.0
2025-07-04,ST005,SKU0031,91,0,80.0
2025-07-04,ST005,SKU0032,112,0,106.0
2025-07-04,ST005,SKU0033,166,0,153.0
2025-07-04,ST005,SKU0034,45,0,43.0
2025-07-04,ST005,SKU0035,43,0,43.0
2025-07-04,ST005,SKU0036,157,0,149.0
2025-07-04,ST005,SKU0037,132,0,126.0
2025-07-04,ST005,SKU0038,170,0,159.0
2025-07-04,ST005,SKU0039,41,0,37.0
2025-07-04,ST005,SKU0040,85,0,81.0
2025-07-04,ST005,SKU0041,45,0,45.0
2025-07-04,ST005,SKU0042,95,0,94.0
2025-07-04,ST005,SKU0043,45,0,43.0
2025-07-04,ST005,SKU0044,167,0,145.0
2025-07-04,ST005,SKU0045,82,0,79.0
2025-07-04,ST005,SKU0046,90,0,89.0
2025-07-04,ST005,SKU0047,124,0,117.0
2025-07-04,ST005,SKU0048,160,0,158.0
2025-07-04,ST005,SKU0049,93,0,88.0
2025-07-04,ST005,SKU0050,105,0,95.0
2025-07-04,ST005,SKU0051,158,0,149.0
2025-07-04,ST005,SKU0052,100,0,91.0
2025-07-04,ST005,SKU0053,117,0,109.0
2025-07-04,ST005,SKU0054,88,0,83.0
2025-07-04,ST005,SKU0055,147,0,137.0
2025-07-04,ST005,SKU0056,40,0,39.0
2025-07-04,ST005,SKU0057,90,0,83.0
2025-07-04,ST005,SKU0058,97,0,89.0
2025-07-04,ST005,SKU0059,44,0,42.0
2025-07-04,ST005,SKU0060,159,0,156.0
2025-07-04,ST005,SKU0061,130,0,129.0
2025-07-04,ST005,SKU0062,157,0,152.0
2025-07-04,ST005,SKU0063,47,0,39.0
2025-07-04,ST005,SKU0064,51,0,49.0
2025-07-04,ST005,SKU0065,46,0,45.0
2025-07-04,ST005,SKU0066,98,0,97.0
2025-07-04,ST005,SKU0067,84,0,79.0
2025-07-04,ST005,SKU0068,96,0,94.0
2025-07-04,ST005,SKU0069,162,0,156.0
2025-07-04,ST005,SKU0070,45,0,39.0
2025-07-04,ST005,SKU0071,171,0,166.0
2025-07-04,ST005,SKU0072,106,0,101.0
2025-07-04,ST005,SKU0073,120,0,108.0
2025-07-04,ST005,SKU0074,158,0,152.0
2025-07-04,ST005,SKU0075,103,0,93.0
2025-07-04,ST005,SKU0076,40,0,39.0
2025-07-04,ST005,SKU0077,149,0,147.0
2025-07-04,ST005,SKU0078,122,0,110.0
2025-07-04,ST005,SKU0079,50,0,50.0
2025-07-04,ST005,SKU0080,94,0,90.0
2025-07-04,ST005,SKU0081,44,0,43.0
2025-07-04,ST005,SKU0082,160,0,145.0
2025-07-04,ST005,SKU0083,39,0,37.0
2025-07-04,ST005,SKU0084,39,0,36.0
2025-07-04,ST005,SKU0085,154,0,151.0
2025-07-04,ST005,SKU0086,44,0,43.0
2025-07-04,ST005,SKU0087,40,0,34.0
2025-07-04,ST005,SKU0088,130,0,125.0
2025-07-04,ST005,SKU0089,92,0,87.0
2025-07-04,ST005,SKU0090,87,0,77.0
2025-07-04,ST006,SKU0001,63,0,61.0
2025-07-04,ST006,SKU0002,52,0,43.0
2025-07-04,ST006,SKU0003,142,0,124.0
2025-07-04,ST006,SKU0004,136,0,127.0
2025-07-04,ST006,SKU0005,121,0,118.0
2025-07-04,ST006,SKU0006,169,0,167.0
2025-07-04,ST006,SKU0007,173,0,162.0
2025-07-04,ST006,SKU0008,112,0,106.0
2025-07-04,ST006,SKU0009,50,0,48.0
2025-07-04,ST006,SKU0010,55,0,54.0
2025-07-04,ST006,SKU0011,117,0,116.0
2025-07-04,ST006,SKU0012,169,0,152.0
2025-07-04,ST006,SKU0013,120,0,116.0
2025-07-04,ST006,SKU0014,132,0,122.0
2025-07-04,ST006,SKU0015,120,0,109.0
2025-07-04,ST006,SKU0016,135,0,134.0
2025-07-04,ST006,SKU0017,123,0,105.0
2025-07-04,ST006,SKU0018,52,0,52.0
2025-07-04,ST006,SKU0019,218,0,213.0
2025-07-04,ST006,SKU0020,122,0,121.0
2025-07-04,ST006,SKU0021,166,0,165.0
2025-07-04,ST006,SKU0022,139,0,134.0
2025-07-04,ST006,SKU0023,156,0,153.0
2025-07-04,ST006,SKU0024,125,0,122.0
2025-07-04,ST006,SKU0025,124,0,116.0
2025-07-04,ST006,SKU0026,50,0,49.0
2025-07-04,ST006,SKU0027,52,0,50.0
2025-07-04,ST006,SKU0028,62,0,58.0
2025-07-04,ST006,SKU0029,136,0,134.0
2025-07-04,ST006,SKU0030,56,0,51.0
2025-07-04,ST006,SKU0031,116,0,105.0
2025-07-04,ST006,SKU0032,141,0,139.0
2025-07-04,ST006,SKU0033,211,0,200.0
2025-07-04,ST006,SKU0034,62,0,61.0
2025-07-04,ST006,SKU0035,56,0,52.0
2025-07-04,ST006,SKU0036,219,0,208.0
2025-07-04,ST006,SKU0037,170,0,144.0
2025-07-04,ST006,SKU0038,207,0,174.0
2025-07-04,ST006,SKU0039,53,0,52.0
2025-07-04,ST006,SKU0040,109,0,102.0
2025-07-04,ST006,SKU0041,58,0,56.0
2025-07-04,ST006,SKU0042,143,0,139.0
2025-07-04,ST006,SKU0043,62,0,58.0
2025-07-04,ST006,SKU0044,227,0,217.0
2025-07-04,ST006,SKU0045,123,0,109.0
2025-07-04,ST006,SKU0046,121,0,119.0
2025-07-04,ST006,SKU0047,166,0,163.0
2025-07-04,ST006,SKU0048,216,0,209.0
2025-07-04,ST006,SKU0049,125,0,115.0
2025-07-04,ST006,SKU0050,147,0,144.0
2025-07-04,ST006,SKU0051,219,0,214.0
2025-07-04,ST006,SKU0052,133,0,125.0
2025-07-04,ST006,SKU0053,168,0,162.0
2025-07-04,ST006,SKU0054,117,0,109.0
2025-07-04,ST006,SKU0055,210,0,178.0
2025-07-04,ST006,SKU0056,57,0,50.0
2025-07-04,ST006,SKU0057,121,0,119.0
2025-07-04,ST006,SKU0058,133,0,129.0
2025-07-04,ST006,SKU0059,61,0,56.0
2025-07-04,ST006,SKU0060,199,0,193.0
2025-07-04,ST006,SKU0061,175,0,160.0
2025-07-04,ST006,SKU0062,209,0,201.0
2025-07-04,ST006,SKU0063,63,0,62.0
2025-07-04,ST006,SKU0064,60,0,55.0
2025-07-04,ST006,SKU0065,66,0,64.0
2025-07-04,ST006,SKU0066,141,0,136.0
2025-07-04,ST006,SKU0067,120,0,117.0
2025-07-04,ST006,SKU0068,131,0,130.0
2025-07-04,ST006,SKU0069,203,0,199.0
2025-07-04,ST006,SKU0070,65,0,64.0
2025-07-04,ST006,SKU0071,211,0,200.0
2025-07-04,ST006,SKU0072,142,0,133.0
2025-07-04,ST006,SKU0073,164,0,156.0
2025-07-04,ST006,SKU0074,230,0,223.0
2025-07-04,ST006,SKU0075,142,0,139.0
2025-07-04,ST006,SKU0076,57,0,55.0
2025-07-04,ST006,SKU0077,211,0,198.0
2025-07-04,ST006,SKU0078,182,0,176.0
2025-07-04,ST006,SKU0079,60,0,55.0
2025-07-04,ST006,SKU0080,120,0,108.0
2025-07-04,ST006,SKU0081,58,0,58.0
2025-07-04,ST006,SKU0082,204,0,191.0
2025-07-04,ST006,SKU0083,52,0,48.0
2025-07-04,ST006,SKU0084,55,0,54.0
2025-07-04,ST006,SKU0085,215,0,207.0
2025-07-04,ST006,SKU0086,65,0,60.0
2025-07-04,ST006,SKU0087,52,0,47.0
2025-07-04,ST006,SKU0088,168,0,161.0
2025-07-04,ST006,SKU0089,125,0,120.0
2025-07-04,ST006,SKU0090,124,0,123.0
2025-07-04,ST007,SKU0001,54,0,53.0
2025-07-04,ST007,SKU0002,47,0,43.0
2025-07-04,ST007,SKU0003,129,0,127.0
2025-07-04,ST007,SKU0004,124,0,118.0
2025-07-04,ST007,SKU0005,117,0,116.0
2025-07-04,ST007,SKU0006,154,0,147.0
2025-07-04,ST007,SKU0007,149,0,143.0
2025-07-04,ST007,SKU0008,100,0,97.0
2025-07-04,ST007,SKU0009,47,0,44.0
2025-07-04,ST007,SKU0010,50,0,43.0
2025-07-04,ST007,SKU0011,111,0,97.0
2025-07-04,ST007,SKU0012,155,0,148.0
2025-07-04,ST007,SKU0013,107,0,100.0
2025-07-04,ST007,SKU0014,112,0,107.0
2025-07-04,ST007,SKU0015,113,0,103.0
2025-07-04,ST007,SKU0016,127,0,117.0
2025-07-04,ST007,SKU0017,109,0,100.0
